sequence_name,read_len,plasmid_file,plasmid_id,construct,strand,pid,core_len,score,start_ref,end_ref,snps,features_hit,concat_pos,min_feature_pid,rbs_pid,n_features_below_95,suspicious
EF73802061_EF73802061,1184,R0010_AB_B0034m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,R0010_AB_B0034m_BC_D,B0034m_ecPanD_B0015,F,100.0,743,722.0,0,731,0,"promoter:R0010 (100%), RBS:B0034m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–731,100.0,100.0,0,False
EF73802070_EF73802070,1170,J23106_AB_B0033m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23106_AB_B0033m_BC_,J23106_B0033m_ecPanD_B0015,F,100.0,577,556.0,0,565,0,"promoter:J23106 (100%), 5'UTR:B0033m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–565,100.0,,0,False
EF73802071_EF73802071,1174,J23116_AB_BCD8_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23116_AB_BCD8_BC_DV,J23116_BCD8_ecPanD_B0015,F,100.0,641,620.0,0,629,0,"promoter:J23116 (100%), 5'UTR:BCD8 (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–629,100.0,100.0,0,False
EF73802081_EF73802081,1235,J23107_AB_BCD12_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23107_AB_BCD12_BC_D,J23107_BCD12_ecPanD_B0015,F,100.0,641,620.0,0,629,0,"promoter:J23107 (100%), 5'UTR:BCD12 (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–629,100.0,100.0,0,False
EF73802083_EF73802083,1163,R0010_AB_BCD8_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,R0010_AB_BCD8_BC_DVA,BCD8_ecPanD_B0015,F,99.87405541561712,806,783.0,0,794,1,"promoter:R0010 (100%), 5'UTR:BCD8 (100%), CDS:EcPanD (100%), misc_feature:B0015 (99%)",0–794,99.2248062015504,100.0,0,False
EF73802084_EF73802084,1189,J23102_AB_B0034m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23102_AB_B0034m_BC_,J23102_B0034m_ecPanD_B0015,F,100.0,578,557.0,0,566,0,"promoter:J23102 (100%), RBS:B0034m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–566,100.0,100.0,0,False
EF73802072_EF73802072,1240,R0010_AB_B0033m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,R0010_AB_B0033m_BC_D,B0033m_ecPanD_B0015,F,100.0,742,721.0,0,730,0,"promoter:R0010 (100%), 5'UTR:B0033m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–730,100.0,,0,False
EF73802082_EF73802082,1244,J23116_AB_B0033m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23116_AB_B0033m_BC_,J23116_B0033m_ecPanD_B0015,F,100.0,577,556.0,0,565,0,"promoter:J23116 (100%), 5'UTR:B0033m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–565,100.0,,0,False
EF73802073_EF73802073,1074,J23102_AB_B0032m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23102_AB_B0032m_BC_,J23102_B0032m_ecPanD_B0015,F,100.0,579,558.0,0,567,0,"promoter:J23102 (100%), 5'UTR:B0032m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–567,100.0,,0,False
EF73802105_EF73802105,1228,R0010_AB_BCD12_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,R0010_AB_BCD12_BC_DV,BCD12_ecPanD_B0015,F,99.87405541561712,806,783.0,0,794,1,"promoter:R0010 (100%), 5'UTR:BCD12 (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–794,99.73753280839895,100.0,0,False
EF73802106_EF73802106,1171,J23102_AB_BCD8_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23102_AB_BCD8_BC_DV,J23102_BCD8_ecPanD_B0015,F,100.0,641,620.0,0,629,0,"promoter:J23102 (100%), 5'UTR:BCD8 (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–629,100.0,100.0,0,False
EF73802085_EF73802085,1245,J23100_AB_B0032m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23100_AB_B0032m_BC_,J23100_B0032m_ecPanD_B0015,F,100.0,579,558.0,0,567,0,"promoter:J23100 (100%), 5'UTR:B0032m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–567,100.0,,0,False
EF73802096_EF73802096,1196,J23100_AB_B0034m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23100_AB_B0034m_BC_,J23100_B0034m_ecPanD_B0015,F,100.0,578,557.0,0,566,0,"promoter:J23100 (100%), RBS:B0034m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–566,100.0,100.0,0,False
EF73802093_EF73802093,1173,J23116_AB_BCD12_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23116_AB_BCD12_BC_D,J23116_BCD12_ecPanD_B0015,F,100.0,641,620.0,0,629,0,"promoter:J23116 (100%), 5'UTR:BCD12 (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–629,100.0,100.0,0,False
EF73802094_EF73802094,1230,R0010_AB_B0033m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,R0010_AB_B0033m_BC_D,B0033m_ecPanD_B0015,F,100.0,742,721.0,0,730,0,"promoter:R0010 (100%), 5'UTR:B0033m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–730,100.0,,0,False
EF73802130_EF73802130,1193,J23106_AB_B0034m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23106_AB_B0034m_BC_,J23106_B0034m_ecPanD_B0015,F,100.0,578,557.0,0,566,0,"promoter:J23106 (100%), RBS:B0034m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–566,100.0,100.0,0,False
EF73802095_EF73802095,1228,R0010_AB_BCD8_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,R0010_AB_BCD8_BC_DVA,BCD8_ecPanD_B0015,F,100.0,806,785.0,0,794,0,"promoter:R0010 (100%), 5'UTR:BCD8 (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–794,100.0,100.0,0,False
EF73802107_EF73802107,1240,J23100_AB_B0033m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23100_AB_B0033m_BC_,J23100_B0033m_ecPanD_B0015,F,100.0,577,556.0,0,565,0,"promoter:J23100 (100%), 5'UTR:B0033m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–565,100.0,,0,False
EF73802132_EF73802132,1191,J23103_AB_B0034m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23103_AB_B0034m_BC_,J23103_B0034m_ecPanD_B0015,F,100.0,578,557.0,0,566,0,"promoter:J23103 (100%), RBS:B0034m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–566,100.0,100.0,0,False
EF73802133_EF73802133,1203,J23107_AB_B0032m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23107_AB_B0032m_BC_,J23107_B0032m_ecPanD_B0015,F,100.0,579,558.0,0,567,0,"promoter:J23107 (100%), 5'UTR:B0032m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–567,100.0,,0,False
EF73802108_EF73802108,1185,J23103_AB_B0034m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23103_AB_B0034m_BC_,J23103_B0034m_ecPanD_B0015,F,100.0,578,557.0,0,566,0,"promoter:J23103 (100%), RBS:B0034m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–566,100.0,100.0,0,False
EF73802131_EF73802131,1201,J23103_AB_B0033m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23103_AB_B0033m_BC_,J23103_B0033m_ecPanD_B0015,F,100.0,577,556.0,0,565,0,"promoter:J23103 (100%), 5'UTR:B0033m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–565,100.0,,0,False
EF73802109_EF73802109,1244,J23106_AB_B0032m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23106_AB_B0032m_BC_,J23106_B0032m_ecPanD_B0015,F,100.0,579,558.0,0,567,0,"promoter:J23106 (100%), 5'UTR:B0032m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–567,100.0,,0,False
EF73802129_EF73802129,1242,J23102_AB_B0033m_BC_DVA_ecPanD_B0015_DF_DVK_AF.gb,J23102_AB_B0033m_BC_,J23102_B0033m_ecPanD_B0015,F,100.0,577,556.0,0,565,0,"promoter:J23102 (100%), 5'UTR:B0033m (100%), CDS:EcPanD (100%), misc_feature:B0015 (100%)",0–565,100.0,,0,False
