Source_Worklist,Well Nr. source plate,Well Nr. destination plate,Part,Volumen
Worklist_P,A7,D4,P7,4.0
Worklist_P,A1,E4,P1,4.0
Worklist_P,A2,F4,P2,4.0
Worklist_P,A3,G4,P3,4.0
Worklist_P,A4,H4,P4,4.0
Worklist_P,A5,A5,P5,4.0
Worklist_P,A6,B5,P6,4.0
Worklist_P,A7,C5,P7,4.0
Worklist_P,A1,D5,P1,4.0
Worklist_P,A2,E5,P2,4.0
Worklist_P,A3,F5,P3,4.0
Worklist_P,A4,G5,P4,4.0
Worklist_P,A5,H5,P5,4.0
Worklist_P,A6,A6,P6,4.0
Worklist_P,A7,B6,P7,4.0
Worklist_RBS,B1,A1,RBS1,4.0
Worklist_RBS,B2,B1,RBS2,4.0
Worklist_RBS,B3,C1,RBS3,4.0
Worklist_RBS,B4,D1,RBS4,4.0
Worklist_RBS,B5,E1,RBS5,4.0
Worklist_RBS,B6,F1,RBS6,4.0
Worklist_RBS,B1,G1,RBS1,4.0
Worklist_RBS,B2,H1,RBS2,4.0
Worklist_RBS,B3,A2,RBS3,4.0
Worklist_RBS,B4,B2,RBS4,4.0
Worklist_RBS,B5,C2,RBS5,4.0
Worklist_RBS,B6,D2,RBS6,4.0
Worklist_RBS,B1,E2,RBS1,4.0
Worklist_RBS,B2,F2,RBS2,4.0
Worklist_RBS,B3,G2,RBS3,4.0
Worklist_RBS,B4,H2,RBS4,4.0
Worklist_RBS,B5,A3,RBS5,4.0
Worklist_RBS,B6,B3,RBS6,4.0
Worklist_RBS,B1,C3,RBS1,4.0
Worklist_RBS,B2,D3,RBS2,4.0
Worklist_RBS,B3,E3,RBS3,4.0
Worklist_RBS,B4,F3,RBS4,4.0
Worklist_RBS,B5,G3,RBS5,4.0
Worklist_RBS,B6,H3,RBS6,4.0
Worklist_RBS,B1,A4,RBS1,4.0
Worklist_RBS,B2,B4,RBS2,4.0
Worklist_RBS,B3,C4,RBS3,4.0
Worklist_RBS,B4,D4,RBS4,4.0
Worklist_RBS,B5,E4,RBS5,4.0
Worklist_RBS,B6,F4,RBS6,4.0
Worklist_RBS,B1,G4,RBS1,4.0
Worklist_RBS,B2,H4,RBS2,4.0
Worklist_RBS,B3,A5,RBS3,4.0
Worklist_RBS,B4,B5,RBS4,4.0
Worklist_RBS,B5,C5,RBS5,4.0
Worklist_RBS,B6,D5,RBS6,4.0
Worklist_RBS,B1,E5,RBS1,4.0
Worklist_RBS,B2,F5,RBS2,4.0
Worklist_RBS,B3,G5,RBS3,4.0
Worklist_RBS,B4,H5,RBS4,4.0
Worklist_RBS,B5,A6,RBS5,4.0
Worklist_RBS,B6,B6,RBS6,4.0
Worklist_GoI,C1,A1,ADC,4.0
Worklist_GoI,C1,B1,ADC,4.0
Worklist_GoI,C1,C1,ADC,4.0
Worklist_GoI,C1,D1,ADC,4.0
Worklist_GoI,C1,E1,ADC,4.0
Worklist_GoI,C1,F1,ADC,4.0
Worklist_GoI,C1,G1,ADC,4.0
Worklist_GoI,C1,H1,ADC,4.0
Worklist_GoI,C2,A2,ecPanD,4.0
Worklist_GoI,C2,B2,ecPanD,4.0
Worklist_GoI,C2,C2,ecPanD,4.0
Worklist_GoI,C2,D2,ecPanD,4.0
Worklist_GoI,C2,E2,ecPanD,4.0
Worklist_GoI,C2,F2,ecPanD,4.0
Worklist_GoI,C2,G2,ecPanD,4.0
Worklist_GoI,C2,H2,ecPanD,4.0
Worklist_GoI,C3,A3,cgPanD,4.0
Worklist_GoI,C3,B3,cgPanD,4.0
Worklist_GoI,C3,C3,cgPanD,4.0
Worklist_GoI,C3,D3,cgPanD,4.0
Worklist_GoI,C3,E3,cgPanD,4.0
Worklist_GoI,C3,F3,cgPanD,4.0
Worklist_GoI,C3,G3,cgPanD,4.0
Worklist_GoI,C3,H3,cgPanD,4.0
Worklist_GoI,C1,A4,ADC,4.0
Worklist_GoI,C1,B4,ADC,4.0
Worklist_GoI,C1,C4,ADC,4.0
Worklist_GoI,C1,D4,ADC,4.0
Worklist_GoI,C1,E4,ADC,4.0
Worklist_GoI,C1,F4,ADC,4.0
Worklist_GoI,C1,G4,ADC,4.0
Worklist_GoI,C1,H4,ADC,4.0
Worklist_GoI,C2,A5,ecPanD,4.0
Worklist_GoI,C2,B5,ecPanD,4.0
Worklist_GoI,C2,C5,ecPanD,4.0
Worklist_GoI,C3,D5,cgPanD,4.0
Worklist_GoI,C3,E5,cgPanD,4.0
Worklist_GoI,C3,F5,cgPanD,4.0
Worklist_GoI,C1,G5,ADC,4.0
Worklist_GoI,C1,H5,ADC,4.0
Worklist_GoI,C1,A6,ADC,4.0
Worklist_GoI,C1,B6,ADC,4.0
Worklist_GG_water,A1,A1,water,4.0
Worklist_GG_water,A1,B1,water,4.0
Worklist_GG_water,A1,C1,water,4.0
Worklist_GG_water,A1,D1,water,4.0
Worklist_GG_water,A1,E1,water,4.0
Worklist_GG_water,A1,F1,water,4.0
Worklist_GG_water,A1,G1,water,4.0
Worklist_GG_water,A1,H1,water,4.0
Worklist_GG_water,A1,A2,water,4.0
Worklist_GG_water,A1,B2,water,4.0
Worklist_GG_water,A1,C2,water,4.0
Worklist_GG_water,A1,D2,water,4.0
Worklist_GG_water,A1,E2,water,4.0
Worklist_GG_water,A1,F2,water,4.0
Worklist_GG_water,A1,G2,water,4.0
Worklist_GG_water,A1,H2,water,4.0
Worklist_GG_water,A1,A3,water,4.0
Worklist_GG_water,A1,B3,water,4.0
Worklist_GG_water,A1,C3,water,4.0
Worklist_GG_water,A1,D3,water,4.0
Worklist_GG_water,A1,E3,water,4.0
Worklist_GG_water,A1,F3,water,4.0
Worklist_GG_water,A1,G3,water,4.0
Worklist_GG_water,A1,H3,water,4.0
Worklist_GG_water,A1,A4,water,4.0
Worklist_GG_water,A1,B4,water,4.0
Worklist_GG_water,A1,C4,water,4.0
Worklist_GG_water,A1,D4,water,4.0
Worklist_GG_water,A1,E4,water,4.0
Worklist_GG_water,A1,F4,water,4.0
Worklist_GG_water,A1,G4,water,4.0
Worklist_GG_water,A1,H4,water,4.0
Worklist_GG_water,A1,A5,water,4.0
Worklist_GG_water,A1,B5,water,4.0
Worklist_GG_water,A1,C5,water,4.0
Worklist_GG_water,A1,D5,water,4.0
Worklist_GG_water,A1,E5,water,4.0
Worklist_GG_water,A1,F5,water,4.0
Worklist_GG_water,A1,G5,water,4.0
Worklist_GG_water,A1,H5,water,4.0
Worklist_GG_water,A1,A6,water,4.0
Worklist_GG_water,A1,B6,water,4.0
