Source_Worklist,Well Nr. source plate,Well Nr. destination plate,Part,Volumen
Worklist_MM,C1,C3,Mastermix3,6.0
Worklist_MM,D1,D3,Mastermix4,6.0
Worklist_MM,A1,E3,Mastermix1,6.0
Worklist_MM,B1,F3,Mastermix2,6.0
Worklist_MM,C1,G3,Mastermix3,6.0
Worklist_MM,D1,H3,Mastermix4,6.0
Worklist_MM,A1,A4,Mastermix1,6.0
Worklist_MM,B1,B4,Mastermix2,6.0
Worklist_MM,C1,C4,Mastermix3,6.0
Worklist_MM,D1,D4,Mastermix4,6.0
Worklist_MM,A1,E4,Mastermix1,6.0
Worklist_MM,B1,F4,Mastermix2,6.0
Worklist_MM,C1,G4,Mastermix3,6.0
Worklist_MM,D1,H4,Mastermix4,6.0
Worklist_MM,A1,A5,Mastermix1,6.0
Worklist_MM,B1,B5,Mastermix2,6.0
Worklist_MM,C1,C5,Mastermix3,6.0
Worklist_MM,D1,D5,Mastermix4,6.0
Worklist_MM,A1,E5,Mastermix1,6.0
Worklist_MM,B1,F5,Mastermix2,6.0
Worklist_MM,C1,G5,Mastermix3,6.0
Worklist_MM,D1,H5,Mastermix4,6.0
Worklist_MM,A1,A6,Mastermix1,6.0
Worklist_MM,B1,B6,Mastermix2,6.0
Worklist_MM,C1,C6,Mastermix3,6.0
Worklist_MM,D1,D6,Mastermix4,6.0
Worklist_MM,A1,E6,Mastermix1,6.0
Worklist_MM,B1,F6,Mastermix2,6.0
Worklist_MM,C1,G6,Mastermix3,6.0
Worklist_MM,D1,H6,Mastermix4,6.0
Worklist_MM,A1,A7,Mastermix1,6.0
Worklist_P,A1,A1,pSyn,4.0
Worklist_P,A1,B1,pSyn,4.0
Worklist_P,A3,C1,placM,4.0
Worklist_P,A3,D1,placM,4.0
Worklist_P,A1,E1,pSyn,4.0
Worklist_P,A6,F1,pJ23116,4.0
Worklist_P,A6,G1,pJ23116,4.0
Worklist_P,A3,H1,placM,4.0
Worklist_P,A1,A2,pSyn,4.0
Worklist_P,A2,B2,pH36,4.0
Worklist_P,A2,C2,pH36,4.0
Worklist_P,A2,D2,pH36,4.0
Worklist_P,A2,E2,pH36,4.0
Worklist_P,A1,F2,pSyn,4.0
Worklist_P,A3,G2,placM,4.0
Worklist_P,A2,H2,pH36,4.0
Worklist_P,A2,A3,pH36,4.0
Worklist_P,A2,B3,pH36,4.0
Worklist_P,A2,C3,pH36,4.0
Worklist_P,A2,D3,pH36,4.0
Worklist_P,A2,E3,pH36,4.0
Worklist_P,A3,F3,placM,4.0
Worklist_P,A3,G3,placM,4.0
Worklist_P,A3,H3,placM,4.0
Worklist_P,A3,A4,placM,4.0
Worklist_P,A3,B4,placM,4.0
Worklist_P,A3,C4,placM,4.0
Worklist_P,A3,D4,placM,4.0
Worklist_P,A3,E4,placM,4.0
Worklist_P,A3,F4,placM,4.0
Worklist_P,A3,G4,placM,4.0
Worklist_P,A4,H4,pJ23100,4.0
Worklist_P,A4,A5,pJ23100,4.0
Worklist_P,A4,B5,pJ23100,4.0
Worklist_P,A4,C5,pJ23100,4.0
Worklist_P,A4,D5,pJ23100,4.0
Worklist_P,A4,E5,pJ23100,4.0
Worklist_P,A4,F5,pJ23100,4.0
Worklist_P,A4,G5,pJ23100,4.0
Worklist_P,A4,H5,pJ23100,4.0
Worklist_P,A5,A6,p45,4.0
Worklist_P,A5,B6,p45,4.0
Worklist_P,A5,C6,p45,4.0
Worklist_P,A5,D6,p45,4.0
Worklist_P,A5,E6,p45,4.0
Worklist_P,A5,F6,p45,4.0
Worklist_P,A5,G6,p45,4.0
Worklist_P,A5,H6,p45,4.0
Worklist_P,A5,A7,p45,4.0
Worklist_GoI,C6,A1,lysC,4.0
Worklist_GoI,C1,B1,dapF,4.0
Worklist_GoI,C6,C1,lysC,4.0
Worklist_GoI,C1,D1,dapF,4.0
Worklist_GoI,C9,E1,ask,4.0
Worklist_GoI,C6,F1,lysC,4.0
Worklist_GoI,C1,G1,dapF,4.0
Worklist_GoI,C9,H1,ask,4.0
Worklist_GoI,C9,A2,ask,4.0
Worklist_GoI,C2,B2,dapC,4.0
Worklist_GoI,C4,C2,dapB,4.0
Worklist_GoI,C9,D2,ask,4.0
Worklist_GoI,C6,E2,lysC,4.0
Worklist_GoI,C6,F2,lysC,4.0
Worklist_GoI,C10,G2,asd,4.0
Worklist_GoI,C3,H2,dapA,4.0
Worklist_GoI,C7,A3,hom,4.0
Worklist_GoI,C11,B3,lysA,4.0
Worklist_GoI,C5,C3,dapD,4.0
Worklist_GoI,C8,D3,dapE,4.0
Worklist_GoI,C1,E3,dapF,4.0
Worklist_GoI,C9,F3,ask,4.0
Worklist_GoI,C6,G3,lysC,4.0
Worklist_GoI,C2,H3,dapC,4.0
Worklist_GoI,C3,A4,dapA,4.0
Worklist_GoI,C1,B4,dapF,4.0
Worklist_GoI,C7,C4,hom,4.0
Worklist_GoI,C4,D4,dapB,4.0
Worklist_GoI,C5,E4,dapD,4.0
Worklist_GoI,C8,F4,dapE,4.0
Worklist_GoI,C11,G4,lysA,4.0
Worklist_GoI,C2,H4,dapC,4.0
Worklist_GoI,C3,A5,dapA,4.0
Worklist_GoI,C11,B5,lysA,4.0
Worklist_GoI,C9,C5,ask,4.0
Worklist_GoI,C6,D5,lysC,4.0
Worklist_GoI,C4,E5,dapB,4.0
Worklist_GoI,C1,F5,dapF,4.0
Worklist_GoI,C5,G5,dapD,4.0
Worklist_GoI,C8,H5,dapE,4.0
Worklist_GoI,C6,A6,lysC,4.0
Worklist_GoI,C11,B6,lysA,4.0
Worklist_GoI,C3,C6,dapA,4.0
Worklist_GoI,C9,D6,ask,4.0
Worklist_GoI,C2,E6,dapC,4.0
Worklist_GoI,C4,F6,dapB,4.0
Worklist_GoI,C7,G6,hom,4.0
Worklist_GoI,C5,H6,dapD,4.0
Worklist_GoI,C8,A7,dapE,4.0
Worklist_GG_water,A1,A1,water,0.0
Worklist_GG_water,A1,B1,water,0.0
Worklist_GG_water,A1,C1,water,0.0
Worklist_GG_water,A1,D1,water,0.0
Worklist_GG_water,A1,E1,water,0.0
Worklist_GG_water,A1,F1,water,0.0
Worklist_GG_water,A1,G1,water,0.0
Worklist_GG_water,A1,H1,water,0.0
Worklist_GG_water,A1,A2,water,0.0
Worklist_GG_water,A1,B2,water,0.0
Worklist_GG_water,A1,C2,water,0.0
Worklist_GG_water,A1,D2,water,0.0
Worklist_GG_water,A1,E2,water,0.0
Worklist_GG_water,A1,F2,water,0.0
Worklist_GG_water,A1,G2,water,0.0
Worklist_GG_water,A1,H2,water,0.0
Worklist_GG_water,A1,A3,water,0.0
Worklist_GG_water,A1,B3,water,0.0
Worklist_GG_water,A1,C3,water,0.0
Worklist_GG_water,A1,D3,water,0.0
Worklist_GG_water,A1,E3,water,0.0
Worklist_GG_water,A1,F3,water,0.0
Worklist_GG_water,A1,G3,water,0.0
Worklist_GG_water,A1,H3,water,0.0
Worklist_GG_water,A1,A4,water,0.0
Worklist_GG_water,A1,B4,water,0.0
Worklist_GG_water,A1,C4,water,0.0
Worklist_GG_water,A1,D4,water,0.0
Worklist_GG_water,A1,E4,water,0.0
Worklist_GG_water,A1,F4,water,0.0
Worklist_GG_water,A1,G4,water,0.0
Worklist_GG_water,A1,H4,water,0.0
Worklist_GG_water,A1,A5,water,0.0
Worklist_GG_water,A1,B5,water,0.0
Worklist_GG_water,A1,C5,water,0.0
Worklist_GG_water,A1,D5,water,0.0
Worklist_GG_water,A1,E5,water,0.0
Worklist_GG_water,A1,F5,water,0.0
Worklist_GG_water,A1,G5,water,0.0
Worklist_GG_water,A1,H5,water,0.0
Worklist_GG_water,A1,A6,water,0.0
Worklist_GG_water,A1,B6,water,0.0
Worklist_GG_water,A1,C6,water,0.0
Worklist_GG_water,A1,D6,water,0.0
Worklist_GG_water,A1,E6,water,0.0
Worklist_GG_water,A1,F6,water,0.0
Worklist_GG_water,A1,G6,water,0.0
Worklist_GG_water,A1,H6,water,0.0
Worklist_GG_water,A1,A7,water,0.0
